YEAR,AC,CANDIDATE,SEX,PARTY,VOTES
1957,KUTHUPARAMBA,MADHAVAN P. K.,M,CPI,"14858.0"
1957,KUTHUPARAMBA,MOIDU M.,M,INC,"14660.0"
1957,MATTANNUR,BALARAM N. E.,M,CPI,"23540.0"
1957,MATTANNUR,KUNHIRAMAN NAIR,M,INC,"13089.0"
1957,MATTANNUR,JAMES VARKEY,M,PSP,"9463.0"
1957,TELLICHERRY,KRISHNA IYER V. R.,M,IND,"27318.0"
1957,TELLICHERRY,KUNHIRAMAN P.,M,INC,"15234.0"
1957,CANNANORE I,KANNAN CHALIYOTH,M,CPI,"17464.0"
1957,CANNANORE I,GOPALAN OTHAYOTH,M,INC,"17413.0"
1957,CANNANORE I,KUNHALIKUTTY KEYI C. P.,M,IND,"9082.0"
1957,CANNANORE I,KUNHALIKUTTY KEYI C. P.,M,IND,"9082.0"
1957,CANNANORE I I,GOPALAN K. P.,M,CPI,"21493.0"
1957,CANNANORE I I,GOPALAN K. P.,M,CPI,"21493.0"
1957,CANNANORE I I,MADHAVAN PAMBAN,M,INC,"18776.0"
1957,CANNANORE I I,THUNDIKOTH KANNAMBRATH RAGHAVAN,M,PSP,"6210.0"
1957,MADAYI,GOPALAN NAMBIAR K. P. R.,M,CPI,"24390.0"
1957,MADAYI,T. NARAYANAN NAMBIAR,M,INC,"12169.0"
1957,MADAYI,KUNHIKOYA THANGAL P.,M,IND,"10465.0"
1957,IRIKKUR,NARAYANAN NAMBIAR T. C.,M,CPI,"24518.0"
1957,IRIKKUR,NARAYANAN NAMBISSAN,M,INC,"11052.0"
1957,IRIKKUR,ANTONY PHILIPOSE,M,IND,"7774.0"
1957,NILESWAR,KALLALAN,M,CPI,"44754.0"
1957,NILESWAR,NAMBOODIRIPAD E. M. S.,M,CPI,"38090.0"
1957,NILESWAR,KORAN T. V.,M,PSP,"24202.0"
1957,NILESWAR,KORAN T. V.,M,PSP,"24202.0"
1957,NILESWAR,UNNIKRISHNAN THIRUMUNPA T.,M,INC,"20938.0"
1957,NILESWAR,ACHU KOYON P.,M,INC,"19712.0"
1957,HOSDRUG,CHANDRASKHARAN K.,M,PSP,"14150.0"
1957,HOSDRUG,MADHAVAN K.,M,CPI,"11209.0"
1957,HOSDRUG,KUMARAN NAIR K. P.,M,INC,"11162.0"
1957,KASERGOD,KUNHIKRISHAN NAIR CHERIPADY,M,INC,"10290.0"
1957,KASERGOD,NARAYANAN NAMBIAR,M,PSP,"10096.0"
1957,KASERGOD,GANSPATHY KAMATH N.,M,CPI,"6479.0"
1957,MANJESHWAR,M. UMESH RAO,M,IND,
1960,PARASSALA,M. KUNJUKRISHNAN NADAR,M,IND,"18848.0"
1960,PARASSALA,THANGAYYAN,M,CPI,"18096.0"
1960,PARASSALA,KUTTAN NADAR,M,INC,"15424.0"
1960,NEYYATTINKARA,P. NARAYANAN THAMPI,M,PSP,"31707.0"
1960,NEYYATTINKARA,R. JANARDHANAN NAIR,M,CPI,"30756.0"
1960,NEYYATTINKARA,P. CHELLAPPAN NADAR,M,IND,"2015.0"
1960,VILAPPIL,PONNARA G. SREEDHAR,M,PSP,"27929.0"
1960,VILAPPIL,SURENDRANATH,M,CPI,"24732.0"
1960,VILAPPIL,SANKARAN NAIR,M,IND,"394.0"
1960,VILAPPIL,K. P. VIJAYAN,M,IND,"308.0"
1960,VILAPPIL,K. P. VIJAYAN,M,IND,"308.0"
1960,NEMOM,VISWAMBARAN,M,PSP,"28573.0"
1960,NEMOM,SIVADASAN,M,CPI,"22918.0"
1960,NEMOM,LEKSHMANAN NADAR,M,IND,"293.0"
1960,TRIVANDRUM I,B. P. EAPEN,M,PSP,"27328.0"
1960,TRIVANDRUM I,KRISHNAN NAIR,M,CPI,"20385.0"
1960,TRIVANDRUM I,BALAKRISHNAN,M,IND,"5038.0"
1960,TIRVANDRUM I I,PATTOM THANUPILLAI,M,PSP,"35175.0"
1960,TIRVANDRUM I I,K. ANIRUDHAN,M,CPI,"25917.0"
1960,ULLAL,M. ALIKUNJU SASTRI,M,PSP,"30269.0"
1960,ULLAL,K. P. ALIKUNJU,M,CPI,"24939.0"
1960,ULLAL,MARIAM BEEVI,F,IND,"504.0"
1960,ARIANAD,ANTONY D CRUZ,M,PSP,"25351.0"
1960,ARIANAD,K. C. GEORGE,M,CPI,"22258.0"
1960,ARIANAD,ABUBACKER,M,IND,"2001.0"
1960,NEDUMANGAD,N. NEELAKANDARU PANDARATHIL,M,CPI,"27797.0"
1960,NEDUMANGAD,P. S. NATARAJA PILLAI,M,PSP,"25685.0"
1960,ATTINGAL,N. KUNJURAMAN,M,INC,"28050.0"
1960,ATTINGAL,R. PRAKASAM,M,CPI,"27920.0"
1960,ATTINGAL,K. PANKAJAKSHAN,M,IND,"2398.0"
1960,VARKALA,SHAMSUDDIN,M,INC,"50231.0"
1960,VARKALA,BALAKRISHNAN,M,CPI,"50114.0"
1960,VARKALA,KANJGA,M,PSP,"49989.0"
1960,VARKALA,ABDUL MAJEED,M,CPI,"49862.0"
1960,VARKALA,V. NEELA KANTAN,M,IND,"641.0"
1960,VARKALA,U. NEELAKANTAN,M,IND,"475.0"
1960,ERAVIPURAM,RAVINDRAN,M,CPI,"25548.0"
1960,ERAVIPURAM,BHASKARA PILLAI,M,PSP,"23689.0"
1960,ERAVIPURAM,VISWAMBARAN,M,IND,"4260.0"
1960,ERAVIPURAM,MOHAMMAD BASHIR,M,IND,"477.0"
1960,QUILON,A. A. RAHIM,M,INC,"25083.0"
1960,QUILON,P. K. SUKUMARAN,M,CPI,"18791.0"
1960,QUILON,T. K. DIVAKARAN,M,IND,"13734.0"
1960,QUILON,THANKAMMA MALIK,M,IND,"271.0"
1960,THRIKKADAVUR,C. M. STEPHEN,M,INC,"48618.0"
1960,THRIKKADAVUR,KRISHNAN,M,INC,"46244.0"
1960,THRIKKADAVUR,V. GANGADHARAN NAIR,M,CPI,"39719.0"
1960,THRIKKADAVUR,NANOO,M,CPI,"38860.0"
1960,THRIKKADAVUR,SANKARAN UNNI,M,IND,"17309.0"
1960,THRIKKADAVUR,CHANDRASEKHARAN,M,IND,"16655.0"
1960,THRIKKADAVUR,CHANDRASEKHARAN,M,IND,"16655.0"
1960,KARUNAGAPALLY,BABY JOHN,M,IND,"21238.0"
1960,KARUNAGAPALLY,KUNJUKRISHNAN,M,INC,"21030.0"
1960,KARUNAGAPALLY,ABDUL RAZZAQUE,M,CPI,"15737.0"
1960,KRISHNAPURAM,P. K. KUNJU,M,PSP,"28247.0"
1960,KRISHNAPURAM,KARTHIKEYAN,M,CPI,"27583.0"
1960,KAYAMKULAM,AYSHA BAI,F,CPI,"30727.0"
1960,KAYAMKULAM,HEMACHANDRAN,M,INC,"29467.0"
1960,KARTHIGAPALLY,R. SUGATHAN,M,CPI,"30832.0"
1960,KARTHIGAPALLY,A. ACHUTHAN,M,PSP,"28433.0"
1960,KARTHIGAPALLY,A. ACHUTHAN,M,PSP,"28433.0"
1960,HARIPAD,N. S. KRISHNA PILLAI,M,INC,"31389.0"
1960,HARIPAD,RAMAKRISHNA PILLAI,M,IND,"21080.0"
1960,MAVELIKARA,GOPALA KURUP,M,CPI,"54340.0"
1960,MAVELIKARA,KUNJACHAN,M,CPI,"54042.0"
1960,MAVELIKARA,CHELLAPPAN PILLAI,M,INC,"50662.0"
1960,MAVELIKARA,CHELLAPPAN PILLAI,M,INC,"50662.0"
1960,MAVELIKARA,RAMACHANDRA DAS,M,INC,"50170.0"
1960,KUNNATHUR,G. CANDRAS EKHARA PILLAI,M,INC,"51101.0"
1960,KUNNATHUR,P. C. ADICHEN,M,CPI,"49253.0"
1960,KUNNATHUR,P. R. MADHAVAN PILLAI,M,CPI,"48931.0"
1960,KUNNATHUR,C. C. PRASAD,M,PSP,"48805.0"
1960,KUNNATHUR,P. RAGHAVAN PILLAI,M,IND,"5295.0"
1960,KUNNATHUR,CHANDRAN,M,IND,"4563.0"
1960,KUNNATHUR,K. S. KRISHNA SASTRI,M,IND,"973.0"
1960,KUNNATHUR,P. P. LAZAR,M,IND,"425.0"
1960,KUNNATHUR,KUNJU KUNJU,M,IND,"245.0"
1960,KOTTARAKKARA,DAMODARAN POTT,M,PSP,"27909.0"
1960,KOTTARAKKARA,CHANDRASEKHARAN NAIR,M,CPI,"25741.0"
1960,KOTTARAKKARA,RAMCHANDRAN NAIR,M,IND,"3216.0"
1960,KOTTARAKKARA,LUKOSE,M,IND,"663.0"
1960,CHADAYAMANGALAM,K. BHARGAVAN,M,CPI,"25412.0"
1960,CHADAYAMANGALAM,ABDUL MAJEED,M,PSP,"25290.0"
1960,CHADAYAMANGALAM,T. M. PRABHA,M,IND,"1405.0"
1960,PATHANAPURAM,BALAKRISHNA PILLAI,M,INC,"35136.0"
1960,PATHANAPURAM,RAJAGOPALAN NAIR,M,CPI,"30601.0"
1960,PATHANAPURAM,KRISHNAN NAIR,M,IND,"751.0"
1960,PATHANAPURAM,KOCHUKUNJU,M,IND,"342.0"
1960,PUNALUR,K. KRISHNA PILLAI,M,CPI,"26415.0"
1960,PUNALUR,SATHIBHAI,F,INC,"23042.0"
1960,PUNALUR,ACHUTHAN PILLAI,M,IND,"1238.0"
1960,RANNI,VAYALA IDICULA,M,INC,"34560.0"
1960,RANNI,E. M. THOMAS,M,CPI,"24426.0"
1960,RANNI,K. G. GEORGE,M,IND,"353.0"
1960,PATHANAMTHITTA,C. K. HARICHANDRAN NAIR,M,PSP,"36660.0"
1960,PATHANAMTHITTA,K. KARUNAKARAN NAIR,M,CPI,"28194.0"
1960,PATHANAMTHITTA,V. K. GOPINATHAN PILLAI,M,IND,"520.0"
1960,ARANMULA,K. GOPINATHAN PILLAI,M,INC,"31899.0"
1960,ARANMULA,R. GOPALAKRISHNA PILLAI,M,CPI,"20295.0"
1960,KALLOOPPARA,M. M. MATHAI,M,INC,"32270.0"
1960,KALLOOPPARA,VIWANATHAN NAIR,M,IND,"14015.0"
1960,THIRUVALLA,P. CHACKO,M,INC,"36092.0"
1960,THIRUVALLA,PADMANABHAN THAMPI,M,CPI,"20026.0"
1960,CHENGANNUR,K. R. SARASWATHY AMMA,F,INC,"31964.0"
1960,CHENGANNUR,R. RAJASEKHARAN THAMPI,M,CPI,"19063.0"
1960,ALLEPPEY,NABISATH BEEVI,F,INC,"33443.0"
1960,ALLEPPEY,T. V. THOMAS,M,CPI,"29650.0"
1960,MARARIKULAM,S. KUMARAN,M,CPI,"31826.0"
1960,MARARIKULAM,DEVAKI KRISHNAN,F,INC,"24476.0"
1960,CHERTHALA,K. R. GOURI,F,CPI,"29883.0"
1960,CHERTHALA,SUBRAMANIA PILLAI,M,INC,"28377.0"
1960,TARUR,KARTHIKEYAN,M,INC,"29403.0"
1960,TARUR,SIVADASAN,M,CPI,"27265.0"
1960,THAKASHI,THOMAS JOHN,M,INC,"33079.0"
1960,THAKASHI,GOPALAKRISHNA PILLAI,M,IND,"20961.0"
1960,CHANGANACHERRY,N. BHASKARAN NAIR,M,INC,"31935.0"
1960,CHANGANACHERRY,A. M. KALYANSKRISHNAN NAIR,M,CPI,"22542.0"
1960,VAZHOOR,VELAPPAN,M,INC,"27566.0"
1960,VAZHOOR,PURUSHOTHAMAN PILLAI,M,CPI,"20504.0"
1960,KANJIRAPPALLY,K. T. THOMAS,M,INC,"28310.0"
1960,KANJIRAPPALLY,K. S. MUSTAFAZ KAMAL,M,IND,"21422.0"
1960,PUTHUPPALLY,P. C. CHERIAN,M,INC,"30260.0"
1960,PUTHUPPALLY,M. THOMAS,M,CPI,"22349.0"
1960,KOTTAYAM,M. P. GOVINDAN NAIR,M,INC,"29020.0"
1960,KOTTAYAM,N. RAGHAVA KURUP,M,CPI,"27863.0"
1960,KOTTAYAM,PALATHINGAL GEORGE ISSAC,M,IND,"146.0"
1960,ETTUMANOOR,GEORGE JOSEPH PODIPARA,M,INC,"30925.0"
1960,ETTUMANOOR,SANKUNNY MENON,M,CPI,"22367.0"
1960,ETTUMANOOR,KURLEN,M,IND,"130.0"
1960,MEENACHIL,P. T. CHACKO,M,INC,"30745.0"
1960,MEENACHIL,P. T. CHACKO,M,INC,"30745.0"
1960,MEENACHIL,JACOB CHERIAN,M,CPI,"15644.0"
1960,VAIKOM,SREENIVASAN,M,CPI,"32707.0"
1960,VAIKOM,PAVITHRAN,M,INC,"30638.0"
1960,KADUTHURUTHY,ABRAHAM CHUMMAR,M,INC,"32615.0"
1960,KADUTHURUTHY,UMADEVI ANTHARJANAM,F,CPI,"17316.0"
1960,RAMAMANGALAM,E. P. POULOSE,M,INC,"32448.0"
1960,RAMAMANGALAM,P. V. ABRAHAM,M,CPI,"19871.0"
1960,RAMAMANGALAM,P. V. ABRAHAM,M,CPI,"19871.0"
1960,RAMAMANGALAM,PAUL KUNNIL,M,IND,"748.0"
1960,MUVATTUPUZHA,K. M. GEORGE,M,INC,"33520.0"
1960,MUVATTUPUZHA,K. C. ABRAHAM,M,IND,"20907.0"
1960,DEVICOLAM,MURUGESAN THIRUVENGADAN,M,INC,"75141.0"
1960,DEVICOLAM,SUNDARAM MURUKANDY,M,CPI,"72801.0"
1960,DEVICOLAM,ROSAMMA PUNNOSE,F,CPI,"71936.0"
1960,DEVICOLAM,SUBBIAH ADICHA PILLAI,M,PSP,"71361.0"
1960,DEVICOLAM,DEVASSYKUTTY ANTONY,M,IND,"4198.0"
1960,DEVICOLAM,VELAYUDHAN SUDALAIMUTHU,M,IND,"1642.0"
1960,DEVICOLAM,SANKARA KARNAVAR,M,IND,"1023.0"
1960,DEVICOLAM,GANAPATHY,M,IND,"813.0"
1960,THODUPUZHA,MATHEW,M,INC,"34156.0"
1960,THODUPUZHA,JOSE ABRAHAM,M,CPI,"13899.0"
1960,THODUPUZHA,AUGUSTINE,M,IND,"267.0"
1960,KARIKODE,KOSUMOM JOSEPH,F,INC,"29907.0"
1960,KARIKODE,KOSUMOM JOSEPH,F,INC,"29907.0"
1960,KARIKODE,SAIDU MONAMMAD SAHIB,M,IND,"13621.0"
1960,KARIKODE,PETER THOMAS,M,IND,"997.0"
1960,POONJAR,T. A. THOMMAN,M,INC,"35722.0"
1960,POONJAR,KUMARA MENON,M,CPI,"14364.0"
1960,PULIYANNUR,K. M. JOSEPH CHAZHIKATTU,M,PSP,"34781.0"
1960,PULIYANNUR,ULAHANAN,M,CPI,"14503.0"
1960,PALLURUTHY,ALEXANDER PARAMBITHARA,M,INC,"33541.0"
1960,PALLURUTHY,KERALA VARMA THAMPURAN,M,IND,"26304.0"
1960,PALLURUTHY,THOMAS FRANCIS,M,IND,"513.0"
1960,MATTANCHERRY,K . K . VISWANATHAN,M,INC,"32997.0"
1960,MATTANCHERRY,RATNAM RANGANATH RAI,F,IND,"18411.0"
1960,MATTANCHERRY,JOHN MANJOORAN,M,IND,"502.0"
1960,NEENAKKAL,K. C. ABRAHAM,M,INC,"31212.0"
1960,NEENAKKAL,P. R. LEGHNAN,M,CPI,"28322.0"
1960,NEENAKKAL,P. R. LEKSHMANAN,M,IND,"159.0"
1960,NEENAKKAL,P. R. LEKSHMANAN,M,IND,"159.0"
1960,ERANAKULAM,A. L. JACOB,M,INC,"32001.0"
1960,ERANAKULAM,V. VISWANATHA MENON,M,CPI,"25108.0"
1960,ERANAKULAM,MATHAI MANIOORAN,M,IND,"1608.0"
1960,KANAYANNOUR,T. K. RAMAKRISHNAN,M,CPI,"31582.0"
1960,KANAYANNOUR,K. R. NARAYANAN,M,INC,"29101.0"
1960,KANAYANNOUR,M. A. PRABHAKARAN,M,IND,"429.0"
1960,ALWAYE,T. O. CHACKO,M,INC,"34484.0"
1960,ALWAYE,M. M. ABDUL KADIR,M,CPI,"28867.0"
1960,PERUMBAVOOR,K. M. CHACKO,M,INC,"31718.0"
1960,PERUMBAVOOR,GOVINDA PILLAI,M,CPI,"25918.0"
1960,PERUMBAVOOR,D. SUKUMARAN,M,IND,"170.0"
1960,KOTHAKULANGARS,M. A. ANTONY,M,INC,"38681.0"
1960,KOTHAKULANGARS,KURIAN,M,CPI,"19872.0"
1960,KOTHAKULANGARS,KURIAN,M,CPI,"19872.0"
1960,KOTHAKULANGARS,STEPHAN,M,IND,"115.0"
1960,PERUR,K. A. DAMODARA MENON,M,INC,"30369.0"
1960,PERUR,N. SIRAN PILLAI,M,CPI,"26371.0"
1960,VADAKARA,K. R. VIJAYAN,M,INC,"27200.0"
1960,VADAKARA,K. A. BALAN,M,CPI,"26121.0"
1960,CRANGANORE,P. K. ABDUL KADIR,M,INC,"33679.0"
1960,CRANGANORE,E. GOPALAKRISHNA MENON,M,CPI,"26164.0"
1960,CHALAKKUDY,C. G. JANARDHANAN,M,PSP,"66618.0"
1960,CHALAKKUDY,K. K. BALAKRISHNAN,M,INC,"66454.0"
1960,CHALAKKUDY,K. K. BALAKRISHNAN,M,INC,"66454.0"
1960,CHALAKKUDY,C. JANARDHANAN,M,CPI,"49825.0"
1960,CHALAKKUDY,P. K. CHATHAN,M,CPI,"49768.0"
1960,IRINJALAKKUDA,C. ACHUTHA MENON,M,CPI,"29069.0"
1960,IRINJALAKKUDA,P. ACHUTHA MENON,M,PSP,"28708.0"
1960,MANALUR,KURUINEELAKANTAN NAMBOOTHIRIPAD,M,INC,"30291.0"
1960,MANALUR,JOSEPH MUNDASSARI,M,CPI,"27677.0"
1960,MANALUR,R. K. CHUMAR,M,IND,"296.0"
1960,TRICHUR,T. A. DHARMARAJA IYER,M,INC,"30277.0"
1960,TRICHUR,K. BALAKRISHNA MENON,M,IND,"29814.0"
1960,OLLUR,P. R. FRANCIS,M,INC,"29950.0"
1960,OLLUR,V. V. RAGHAVAN,M,CPI,"27091.0"
1960,OLLUR,SOOLAPANI WARRIAR,M,IND,"218.0"
1960,KUNNAMKULAM,P. R. KRISHNAN,M,INC,"29450.0"
1960,KUNNAMKULAM,T. K. KRISHNAN,M,CPI,"26878.0"
1960,KUNNAMKULAM,CHAKRAPANI WARRIAR,M,IND,"244.0"
1960,WADHAMCHERRY,K. BALAKRISHNA MENON,M,PSP,"46052.0"
1960,WADHAMCHERRY,KOCHUKUTTAN,M,INC,"45726.0"
1960,WADHAMCHERRY,KOCHUKUTTAN,M,INC,"45726.0"
1960,WADHAMCHERRY,NARAYAN NAIR,M,CPI,"44844.0"
1960,WADHAMCHERRY,AYYAPPAN,M,CPI,"44199.0"
1960,WADHAMCHERRY,KOCHUNNY,M,IND,"1653.0"
1960,WADHAMCHERRY,RAMANKUTTY MENON,M,IND,"1595.0"
1960,WADHAMCHERRY,VALAUDHAN,M,IND,"1044.0"
1960,NATTIKA,K. T. ACHUTHAN,M,INC,"29235.0"
1960,NATTIKA,T. K. RAMAN,M,CPI,"28796.0"
1960,GURUVAYUR,K. G. KARUNAKARA,M,INC,"26083.0"
1960,GURUVAYUR,K. DAMODARAN,M,CPI,"25075.0"
1960,GURUVAYUR,BHARATHAN,M,BJS,"1786.0"
1960,GURUVAYUR,BHARATHAN,M,BJS,"1786.0"
1960,ANDATHODU,B. V. SEETHI THANGAL,M,ML,"26615.0"
1960,ANDATHODU,K. GOVINDA KUTTY MENON,M,CPI,"22621.0"
1960,ANDATHODU,VANCHEESWARA IYER,M,BJS,"2267.0"
1960,PONNANI,KUNHAMBU KALLEN,M,INC,"45326.0"
1960,PONNANI,CHERUKOYA THANGAL,M,ML,"43360.0"
1960,PONNANI,E. T. KUNHAN,M,CPI,"41316.0"
1960,PONNANI,UNNI KRISHNA WARRIER,M,CPI,"40942.0"
1960,KUZHALMANNAM,KUDUVAKOTTU JOHN,M,CPI,"28817.0"
1960,KUZHALMANNAM,T. A. BALAKRISHNAN,M,INC,"17785.0"
1960,KUZHALMANNAM,KANNI,M,IND,"348.0"
1960,KUZHALMANNAM,KANNI,M,IND,"348.0"
1960,ALATHUR,R. KRISHNAN,M,CPI,"31159.0"
1960,ALATHUR,A. SUNNA SAHIB,M,INC,"21935.0"
1960,CHITTUR,P. BALACHANDRA MENON,M,CPI,"48241.0"
1960,CHITTUR,NARAYANAN THANDAN,M,CPI,"48156.0"
1960,CHITTUR,BACHARAN,M,INC,"40028.0"
1960,CHITTUR,SIVARAMA BHARATHI,M,PSP,"39625.0"
1960,ELAPULLY,A. K. RAMANKUTTY NAIR,M,CPI,"24958.0"
1960,ELAPULLY,T. K. KELUKUTTY,M,INC,"18119.0"
1960,PALGHAT,R. RANGHAVA MENON,M,INC,"26546.0"
1960,PALGHAT,K. C. GOPALANUNNI,M,CPI,"24788.0"
1960,PARLI,A. R. MENON,M,CPI,"33605.0"
1960,PARLI,A. R. MENON,M,CPI,"33605.0"
1960,PARLI,A. S. DIVAKARAN,M,PSP,"16545.0"
1960,MANNARGHAT,KRISHNAN KONGASERI,M,CPI,"25060.0"
1960,MANNARGHAT,M. P. GOVINDA MENON,M,PSP,"18999.0"
1960,MANNARGHAT,RANGAN,M,IND,"799.0"
1960,PERINTHALMANNA,E. P. GOPALAN,M,CPI,"24866.0"
1960,PERINTHALMANNA,MOIDEENKUTTY MELEVOSTTI,M,ML,"20339.0"
1960,OTTAPALAM,KUNHUNNI NAYAR,M,CPI,"24741.0"
1960,OTTAPALAM,CHANDRASEKHARA KURUP,M,PSP,"18118.0"
1960,PATTAMBI,E. M. SANKARAN NAMBOODIRIPAD,M,CPI,"26478.0"
1960,PATTAMBI,A. RAGHAVAN NAIR,M,INC,"19156.0"
1960,MANKADA,P. ABDUL MAJEED,M,ML,"24343.0"
1960,MANKADA,POOKUNHI KOYA THANGAL,M,CPI,"20037.0"
1960,TIRUR,K. MOIDEENKUTTY HAJI,M,ML,"28518.0"
1960,TIRUR,K. P. BAVAKUTTY,M,CPI,"16603.0"
1960,TIRUR,K. P. BAVAKUTTY,M,CPI,"16603.0"
1960,TANUR,C. H. MOHAMMAD KOYA,M,ML,"27893.0"
1960,TANUR,NADUKKANDY MOHAMMAD KOYA,M,CPI,"8445.0"
1960,KUTTIPPURAM,SEETHI SAHIB,M,ML,"29073.0"
1960,KUTTIPPURAM,KUNHIKRISHNAN THORAKKADU,M,CPI,"12430.0"
1960,TIRURANGADI,AVUKKADARKUTTY HAJEE NAHA,M,ML,"34749.0"
1960,TIRURANGADI,M. KOYA KUNHI NAHA HAJEE,M,CPI,"18049.0"
1960,MALAPPURAM,K. HASSAN GANI,M,ML,"32947.0"
1960,MALAPPURAM,SADHU P. AHAMMAD KUTTY,M,CPI,"12118.0"
1960,MANJERI,P. P. UMMER KOYA,M,INC,"69700.0"
1960,MANJERI,CHANDAYAN MUNIADAN,M,ML,"66028.0"
1960,MANJERI,K. V. CHEKKUTTY HAJI,M,IND,"32593.0"
1960,MANJERI,ACHUTHANANDAN,M,CPI,"32122.0"
1960,KONDOTTY,M. P. M. AHAMMAD KURIKKAL,M,ML,"33167.0"
1960,KONDOTTY,MOMUKUTTY MOULAVI,M,IND,"11860.0"
1960,KONDOTTY,MOMUKUTTY MOULAVI,M,IND,"11860.0"
1960,KOZHIKODE I,O. T. SARADA KRISHNAN,F,INC,"30638.0"
1960,KOZHIKODE I,KRISHNAN KALLAT,M,CPI,"24732.0"
1960,KOZHIKODE I,KARTUNAKARAN,M,BJS,"1224.0"
1960,KOZHIKODE I I,P. KUMARAN,M,INC,"33587.0"
1960,KOZHIKODE I I,APPU ADIUOLIL,M,IND,"20613.0"
1960,CHEVAYOUR,RAGHAVAN NAIR,M,CPI,"29063.0"
1960,CHEVAYOUR,A. BALAGOPALAN,M,INC,"28357.0"
1960,CHEVAYOUR,A. BALAGOPALAN,M,INC,"28357.0"
1960,KUNNAMANGALAM,LEELA DAMODARA MENON,F,INC,"34539.0"
1960,KUNNAMANGALAM,CHATHUNNI,M,CPI,"22608.0"
1960,KODUVALLY,GOPALAKUTTY NAIR,M,INC,"37483.0"
1960,KODUVALLY,M. V. ALIKOYA,M,IND,"16214.0"
1960,BALUSSERI,M. NARAYANA KURUF,M,PSP,"32423.0"
1960,BALUSSERI,M. NARAYANA KURUF,M,PSP,"32423.0"
1960,BALUSSERI,K. KALANDANKUTTY,M,IND,"22983.0"
1960,QUILANDY,KUNHIRAMAN NABBIAR,M,PSP,"40361.0"
1960,QUILANDY,RAMAKRISHNAN,M,IND,"21083.0"
1960,PERAMBRA,P. K. NARAYANAN NAMBIAR,M,PSP,"38272.0"
1960,PERAMBRA,KUMARAN MADATHIL,M,CPI,"27472.0"
1960,BADAGARA,M. KRISHNAN,M,PSP,"32552.0"
1960,BADAGARA,M. K. KELU,M,CPI,"22824.0"
1960,NADAPURAM,HAMEED ALI SHEMNAD,M,ML,"34893.0"
1960,NADAPURAM,C. H. KANARAN,M,CPI,"27846.0"
1960,WYNAD,BALAKRISHNAN NAMBIAR,M,INC,"79235.0"
1960,WYNAD,MADHURA VAZHAVATTA,M,INC,"77380.0"
1960,WYNAD,PODAYAN MYLAMBADI,M,CPI,"40117.0"
1960,WYNAD,M. K. PADMA PRABHA GOUNDER,M,IND,"38269.0"
1960,KUTHUPARAMBA,P. RAMUNNI KURUP,M,PSP,"42338.0"
1960,KUTHUPARAMBA,ABOO,M,IND,"18691.0"
1960,MATTANNUR,N. E. BALARAM,M,CPI,"31119.0"
1960,MATTANNUR,ACHUTHAN,M,PSP,"31034.0"
1960,TELLICHERRY,P. KUNHIRAMAN,M,INC,"28380.0"
1960,TELLICHERRY,V. R. KRISHNA IYAR,M,IND,"28357.0"
1960,CANNANORE I,R .SANKAR,M,INC,"33313.0"
1960,CANNANORE I,KANNAN CHALIYOTH,M,CPI,"23859.0"
1960,CANNANORE I,KANNAN CHALIYOTH,M,CPI,"23859.0"
1960,CANNANORE I I,MADHAVAN PAMBAN,M,INC,"31252.0"
1960,CANNANORE I I,K. P. GOPALAN,M,CPI,"27563.0"
1960,CANNANORE I I,K. P. GOPALAN,M,CPI,"27563.0"
1960,MADAYI,GOPALAN PUTHIYA PURAYIL,M,INC,"30829.0"
1960,MADAYI,K. P. R. GOPALAN,M,CPI,"30568.0"
1960,IRIKKUR,T. C. NARAYANAAN NAMBIAR,M,CPI,"31769.0"
1960,IRIKKUR,M. P. MOIDU HAJEE MELEKANDY,M,INC,"30489.0"
1960,NILESWAR,C. KUNHIKRSHNA NAIR,M,INC,"59513.0"
1960,NILESWAR,KORAN OLAIKKAPURAKAL,M,PSP,"59340.0"
1960,NILESWAR,GOPALAN PAVINGITRAN,M,CPI,"59234.0"
1960,NILESWAR,A. V. KUNHAMBU,M,CPI,"59230.0"
1960,HOSDRUG,K. CHANDRASEKHARAN,M,PSP,"27862.0"
1960,HOSDRUG,K. MADHAVAN,M,CPI,"22315.0"
1960,KASERGOD,M. KUNHIKANNAN NAMBIAR,M,INC,"19399.0"
1960,KASERGOD,ANANTHARAMA CHETTY,M,IND,"15747.0"
1960,KASERGOD,ANANTHARAMA CHETTY,M,IND,"15747.0"
1960,KASERGOD,AMBU NAIR,M,CPI,"13663.0"
1960,MANJESHWAR,KALIGE MAHABALA BHANDARY,M,IND,"23129.0"
1960,MANJESHWAR,KAMAPPA MASTER,M,CPI,"13131.0"
1960,MANJESHWAR,ACHUTHRAJ MELOTH,M,IND,"6980.0"
1965,MANJESHWAR,MAHABALA BHANDARY,M,CON,"20983.0"
1965,MANJESHWAR,M. RAMANNA RAI,M,CPI,"15139.0"
1965,MANJESHWAR,P. NARAYANA BHAT,M,IND,"4319.0"
1965,KASARGOD,E. ABDUL KADER,M,IND,"21923.0"
1965,KASARGOD,K.A. SHETTY,M,CON,"19784.0"
1965,KASARGOD,B.V. KUNHAMBU,M,CPI,"2335.0"
1965,KASARGOD,K.V. KUNHIKANNAN,M,IND,"2220.0"
1965,HOSDRUG,N. K. BALAKRISHNAN,M,SSP,"30558.0"
1965,HOSDRUG,M. KUNHIKANNAN NAMBIAR,M,CON,"17116.0"
