,YEAR,AC,CANDIDATE,SEX,PARTY,VOTES
331,1957,93 KOZHIKODE I,1 SARADA KRISHNAN,F,INC,17388.0
332,1957,93 KOZHIKODE I,1 SARADA KRISHNAN,F,INC,17388.0
333,1957,93 KOZHIKODE I,2 MANJUNATHA RAO H.,M,CPI,16079.0
334,1957,93 KOZHIKODE I,3 SANKARANKUTTY P. K.,M,PSP,10157.0
335,1957,94 KOZHIKODE I I,1 KUMARAN P.,M,INC,18586.0
336,1957,94 KOZHIKODE I I,1 KUMARAN P.,M,INC,18586.0
337,1957,94 KOZHIKODE I I,2 E. JANARDHANAN,M,IND,11211.0
338,1957,94 KOZHIKODE I I,3 BALAKRISHNAN P. K.,M,CPI,10767.0
339,1957,95 CHEVAYOUR,1 BALAGOPALAN A.,M,INC,20683.0
340,1957,95 CHEVAYOUR,2 RAGHAVAN NAIR,M,CPI,17319.0
341,1957,95 CHEVAYOUR,3 BHASKARAN A.,M,PSP,6306.0
342,1957,96 KUNNAMANGALAM,1 LEELA DAMODARA MENON,F,INC,13598.0
343,1957,96 KUNNAMANGALAM,2 CHATHUNNI OTTAYIL K.,M,CPI,11814.0
344,1957,96 KUNNAMANGALAM,3 CHANDRAN KOTANGAL,M,IND,8580.0
345,1957,96 KUNNAMANGALAM,4 FRANCIS C. J.,M,IND,1902.0
346,1957,97 KODUVALLY,1 GOPALANKUTTY NAIR M.,M,INC,19377.0
347,1957,97 KODUVALLY,2 MUHAMMEDKUTTY C.,M,IND,15950.0
348,1957,98 BALUSSERRY,1 NARAYANA KURUP M.,M,PSP,15789.0
349,1957,98 BALUSSERRY,2 RAGHAVAN NAIR E.,M,INC,11536.0
350,1957,98 BALUSSERRY,3 ALI KOYA K.,M,IND,11514.0
351,1957,98 BALUSSERRY,3 ALI KOYA K.,M,IND,11514.0
352,1957,99 QUILANDY,1 KUNHIRAMAN NAMBIAR,M,PSP,19668.0
353,1957,99 QUILANDY,2 ACHUTHAN NAIR P.,M,INC,16622.0
354,1957,99 QUILANDY,3 PADMANABHAN,M,IND,9935.0
355,1957,100 PERAMBRA,1 KUMARAN MADATHIL,M,CPI,17838.0
356,1957,100 PERAMBRA,2 MADHAVAN NAIR T K.,M,INC,15827.0
357,1957,100 PERAMBRA,3 MOIDU HAJI,M,IND,15386.0
358,1957,101 BADAGARA,1 KELU MANDOTI KUNIYIL,M,CPI,17123.0
359,1957,101 BADAGARA,2 KRISHNAN,M,PSP,15448.0
360,1957,101 BADAGARA,3 KRISHNAN T.,M,INC,10623.0
361,1957,102 NADAPURAM,1 KANARAN C. H.,M,CPI,18533.0
362,1957,102 NADAPURAM,2 KUNHAMMAD HAJI V. K.,M,INC,15177.0
363,1957,102 NADAPURAM,3 MOHAMMED KUNHI O. K.,M,IND,13626.0
364,1957,103 WYNAD,1 KUNJIKRISHNAN NAIR N. K.,M,INC,31993.0
365,1957,103 WYNAD,2 MADURA (ST),M,INC,29296.0
366,1957,103 WYNAD,2 MADURA (ST),M,INC,29296.0
367,1957,103 WYNAD,3 KUNHAMAD HAJEE NEELIKANDY,M,PSP,21292.0
368,1957,103 WYNAD,4 PUNNADAN (ST),M,IND,16800.0
369,1957,103 WYNAD,5 GOPALAN A. (ST),M,IND,16648.0
370,1957,103 WYNAD,6 SANKAR P.,M,CPI,14560.0
371,1957,104 KUTHUPARAMBA,1 RAMUNNY KURUP,M,PSP,21540.0
372,1957,104 KUTHUPARAMBA,2 MADHAVAN P. K.,M,CPI,14858.0
373,1957,104 KUTHUPARAMBA,3 MOIDU M.,M,INC,14660.0
374,1957,105 MATTANNUR,1 BALARAM N. E.,M,CPI,23540.0
375,1957,105 MATTANNUR,2 KUNHIRAMAN NAIR,M,INC,13089.0
376,1957,105 MATTANNUR,3 JAMES VARKEY,M,PSP,9463.0
377,1957,106 TELLICHERRY,1 KRISHNA IYER V. R.,M,IND,27318.0
378,1957,106 TELLICHERRY,2 KUNHIRAMAN P.,M,INC,15234.0
379,1957,107 CANNANORE I,1 KANNAN CHALIYOTH,M,CPI,17464.0
380,1957,107 CANNANORE I,2 GOPALAN OTHAYOTH,M,INC,17413.0
381,1957,107 CANNANORE I,3 KUNHALIKUTTY KEYI C. P.,M,IND,9082.0
382,1957,107 CANNANORE I,3 KUNHALIKUTTY KEYI C. P.,M,IND,9082.0
383,1957,108 CANNANORE I I,1 GOPALAN K. P.,M,CPI,21493.0
384,1957,108 CANNANORE I I,1 GOPALAN K. P.,M,CPI,21493.0
385,1957,108 CANNANORE I I,2 MADHAVAN PAMBAN,M,INC,18776.0
386,1957,108 CANNANORE I I,3 THUNDIKOTH KANNAMBRATH RAGHAVAN,M,PSP,6210.0
387,1957,109 MADAYI,1 GOPALAN NAMBIAR K. P. R.,M,CPI,24390.0
388,1957,109 MADAYI,2 T. NARAYANAN NAMBIAR,M,INC,12169.0
389,1957,109 MADAYI,3 KUNHIKOYA THANGAL P.,M,IND,10465.0
390,1957,110 IRIKKUR,1 NARAYANAN NAMBIAR T. C.,M,CPI,24518.0
391,1957,110 IRIKKUR,2 NARAYANAN NAMBISSAN,M,INC,11052.0
392,1957,110 IRIKKUR,3 ANTONY PHILIPOSE,M,IND,7774.0
393,1957,111 NILESWAR,1 KALLALAN (SC),M,CPI,44754.0
394,1957,111 NILESWAR,2 NAMBOODIRIPAD E. M. S.,M,CPI,38090.0
395,1957,111 NILESWAR,3 KORAN T. V.,M,PSP,24202.0
396,1957,111 NILESWAR,3 KORAN T. V.,M,PSP,24202.0
397,1957,111 NILESWAR,4 UNNIKRISHNAN THIRUMUNPA T.,M,INC,20938.0
398,1957,111 NILESWAR,5 ACHU KOYON P. (SC),M,INC,19712.0
399,1957,112 HOSDRUG,1 CHANDRASKHARAN K.,M,PSP,14150.0
400,1957,112 HOSDRUG,2 MADHAVAN K.,M,CPI,11209.0
401,1957,112 HOSDRUG,3 KUMARAN NAIR K. P.,M,INC,11162.0
402,1957,113 KASERGOD,1 KUNHIKRISHAN NAIR CHERIPADY,M,INC,10290.0
403,1957,113 KASERGOD,2 NARAYANAN NAMBIAR,M,PSP,10096.0
404,1957,113 KASERGOD,3 GANSPATHY KAMATH N.,M,CPI,6479.0
405,1957,114 MANJESHWAR,1 M. UMESH RAO,M,IND,
406,1960,1 PARASSALA,1 M. KUNJUKRISHNAN NADAR,M,IND,18848.0
407,1960,1 PARASSALA,2 THANGAYYAN,M,CPI,18096.0
408,1960,1 PARASSALA,3 KUTTAN NADAR,M,INC,15424.0
409,1960,2 NEYYATTINKARA,1 P. NARAYANAN THAMPI,M,PSP,31707.0
410,1960,2 NEYYATTINKARA,2 R. JANARDHANAN NAIR,M,CPI,30756.0
411,1960,2 NEYYATTINKARA,3 P. CHELLAPPAN NADAR,M,IND,2015.0
412,1960,3 VILAPPIL,1 PONNARA G. SREEDHAR,M,PSP,27929.0
413,1960,3 VILAPPIL,2 SURENDRANATH,M,CPI,24732.0
414,1960,3 VILAPPIL,3 SANKARAN NAIR,M,IND,394.0
415,1960,3 VILAPPIL,4 K. P. VIJAYAN,M,IND,308.0
416,1960,3 VILAPPIL,4 K. P. VIJAYAN,M,IND,308.0
417,1960,4 NEMOM,1 VISWAMBARAN,M,PSP,28573.0
418,1960,4 NEMOM,2 A. SADASIVAN,M,CPI,22918.0
419,1960,4 NEMOM,3 LEKSHMANAN NADAR,M,IND,293.0
420,1960,5 TRIVANDRUM I,1 B. P. EAPEN,M,PSP,27328.0
421,1960,5 TRIVANDRUM I,2 KRISHNAN NAIR,M,CPI,20385.0
422,1960,5 TRIVANDRUM I,3 BALAKRISHNAN,M,IND,5038.0
423,1960,6 TIRVANDRUM I I,1 PATTOM THANUPILLAI,M,PSP,35175.0
424,1960,6 TIRVANDRUM I I,2 K. ANIRUDHAN,M,CPI,25917.0
425,1960,7 ULLAL,1 M. ALIKUNJU SASTRI,M,PSP,30269.0
426,1960,7 ULLAL,2 K. P. ALIKUNJU,M,CPI,24939.0
427,1960,7 ULLAL,3 MARIAM BEEVI,F,IND,504.0
428,1960,8 ARIANAD,1 ANTONY DCRUZ,M,PSP,25351.0
429,1960,8 ARIANAD,2 K. C. GEORGE,M,CPI,22258.0
430,1960,8 ARIANAD,3 ABUBACKER,M,IND,2001.0
431,1960,9 NEDUMANGAD,1 N. NEELAKANDARU PANDARATHIL,M,CPI,27797.0
432,1960,9 NEDUMANGAD,2 P. S. NATARAJA PILLAI,M,PSP,25685.0
433,1960,10 ATTINGAL,1 N. KUNJURAMAN,M,INC,28050.0
434,1960,10 ATTINGAL,2 R. PRAKASAM,M,CPI,27920.0
435,1960,10 ATTINGAL,3 K. PANKAJAKSHAN,M,IND,2398.0
436,1960,11 VARKALA,1 SHAMSUDDIN,M,INC,50231.0
437,1960,11 VARKALA,2 BALAKRISHNAN,M,CPI,50114.0
438,1960,11 VARKALA,3 KANJGA,M,PSP,49989.0
439,1960,11 VARKALA,4 ABDUL MAJEED,M,CPI,49862.0
440,1960,11 VARKALA,5 V. NEELA KANTAN,M,IND,641.0
441,1960,11 VARKALA,6 U. NEELAKANTAN,M,IND,475.0
442,1960,12 ERAVIPURAM,1 RAVINDRAN,M,CPI,25548.0
443,1960,12 ERAVIPURAM,2 BHASKARA PILLAI,M,PSP,23689.0
444,1960,12 ERAVIPURAM,3 VISWAMBARAN,M,IND,4260.0
445,1960,12 ERAVIPURAM,4 MOHAMMAD BASHIR,M,IND,477.0
446,1960,13 QUILON,1 A. A. RAHIM,M,INC,25083.0
447,1960,13 QUILON,2 P. K. SUKUMARAN,M,CPI,18791.0
448,1960,13 QUILON,3 T. K. DIVAKARAN,M,IND,13734.0
449,1960,13 QUILON,4 THANKAMMA MALIK,M,IND,271.0
450,1960,14 THRIKKADAVUR,1 C. M. STEPHEN,M,INC,48618.0
451,1960,14 THRIKKADAVUR,2 KRISHNAN,M,INC,46244.0
452,1960,14 THRIKKADAVUR,3 V. GANGADHARAN NAIR,M,CPI,39719.0
453,1960,14 THRIKKADAVUR,4 NANOO,M,CPI,38860.0
454,1960,14 THRIKKADAVUR,5 SANKARAN UNNI,M,IND,17309.0
455,1960,14 THRIKKADAVUR,6 CHANDRASEKHARAN,M,IND,16655.0
456,1960,14 THRIKKADAVUR,6 CHANDRASEKHARAN,M,IND,16655.0
457,1960,15 KARUNAGAPALLY,1 BABY JOHN,M,IND,21238.0
458,1960,15 KARUNAGAPALLY,2 KUNJUKRISHNAN,M,INC,21030.0
459,1960,15 KARUNAGAPALLY,3 ABDUL RAZZAQUE,M,CPI,15737.0
460,1960,16 KRISHNAPURAM,1 P. K. KUNJU,M,PSP,28247.0
461,1960,16 KRISHNAPURAM,2 KARTHIKEYAN,M,CPI,27583.0
462,1960,17 KAYAMKULAM,1 AYSHA BAI,F,CPI,30727.0
463,1960,17 KAYAMKULAM,2 HEMACHANDRAN,M,INC,29467.0
464,1960,18 KARTHIGAPALLY,1 R. SUGATHAN,M,CPI,30832.0
465,1960,18 KARTHIGAPALLY,2 A. ACHUTHAN,M,PSP,28433.0
466,1960,18 KARTHIGAPALLY,2 A. ACHUTHAN,M,PSP,28433.0
467,1960,19 HARIPAD,1 N. S. KRISHNA PILLAI,M,INC,31389.0
468,1960,19 HARIPAD,2 RAMAKRISHNA PILLAI,M,IND,21080.0
469,1960,20 MOVELIKARA,1 GOPALA KURUP,M,CPI,54340.0
470,1960,20 MOVELIKARA,2 KUNJACHAN,M,CPI,54042.0
471,1960,20 MOVELIKARA,3 CHELLAPPAN PILLAI,M,INC,50662.0
472,1960,20 MOVELIKARA,3 CHELLAPPAN PILLAI,M,INC,50662.0
473,1960,20 MOVELIKARA,4 RAMACHANDRA DAS,M,INC,50170.0
474,1960,21 KUNNATHUR,1 G. CANDRAS EKHARA PILLAI,M,INC,51101.0
475,1960,21 KUNNATHUR,2 P. C. ADICHEN,M,CPI,49253.0
476,1960,21 KUNNATHUR,3 P. R. MADHAVAN PILLAI,M,CPI,48931.0
477,1960,21 KUNNATHUR,4 C. C. PRASAD,M,PSP,48805.0
478,1960,21 KUNNATHUR,5 P. RAGHAVAN PILLAI,M,IND,5295.0
479,1960,21 KUNNATHUR,6 CHANDRAN,M,IND,4563.0
480,1960,21 KUNNATHUR,7 K. S. KRISHNA SASTRI,M,IND,973.0
481,1960,21 KUNNATHUR,8 P. P. LAZAR,M,IND,425.0
482,1960,21 KUNNATHUR,9 KUNJUKUNJU,M,IND,245.0
483,1960,22 KOTTARAKKARA,1 DAMODARAN POTT,M,PSP,27909.0
484,1960,22 KOTTARAKKARA,2 CHANDRASEKHARAN NAIR,M,CPI,25741.0
485,1960,22 KOTTARAKKARA,3 RAMCHANDRAN NAIR,M,IND,3216.0
486,1960,22 KOTTARAKKARA,4 LUKOSE,M,IND,663.0
487,1960,23 CHADAYAMANGALAM,1 K. BHARGAVAN,M,CPI,25412.0
488,1960,23 CHADAYAMANGALAM,2 M. ABDUL MAJEED,M,PSP,25290.0
489,1960,23 CHADAYAMANGALAM,3 T. M. PRABHA,M,IND,1405.0
490,1960,24 PATHANAPURAM,1 BALAKRISHNA PILLAI,M,INC,35136.0
491,1960,24 PATHANAPURAM,2 RAJAGOPALAN NAIR,M,CPI,30601.0
492,1960,24 PATHANAPURAM,3 KRISHNAN NAIR,M,IND,751.0
493,1960,24 PATHANAPURAM,4 KOCHUKUNJU,M,IND,342.0
494,1960,25 PUNALUR,1 K. KRISHNA PILLAI,M,CPI,26415.0
495,1960,25 PUNALUR,2 SATHIBHAI,F,INC,23042.0
496,1960,25 PUNALUR,3 ACHUTHAN PILLAI,M,IND,1238.0
497,1960,26 RANNI,1 VAYALA IDICULA,M,INC,34560.0
498,1960,26 RANNI,2 E. M. THOMAS,M,CPI,24426.0
499,1960,26 RANNI,3 K. G. GEORGE,M,IND,353.0
500,1960,27 PATHANAMTHITTA,1 C. K. HARICHANDRAN NAIR,M,PSP,36660.0
501,1960,27 PATHANAMTHITTA,2 K. KARUNAKARAN NAIR,M,CPI,28194.0
502,1960,27 PATHANAMTHITTA,3 V. K. GOPINATHAN PILLAI,M,IND,520.0
503,1960,28 ARANMULA,1 K. GOPINATHAN PILLAI,M,INC,31899.0
504,1960,28 ARANMULA,2 R. GOPALAKRISHNA PILLAI,M,CPI,20295.0
505,1960,29 KALLOOPPARA,1 M. M. MATHAI,M,INC,32270.0
506,1960,29 KALLOOPPARA,2 VIWANATHAN NAIR,M,IND,14015.0
507,1960,30 THIRUVALLA,1 P. CHACKO,M,INC,36092.0
508,1960,30 THIRUVALLA,2 PADMANABHAN THAMPI,M,CPI,20026.0
509,1960,31 CHENGANNUR,1 K. R. SARASWATHY AMMA,F,INC,31964.0
510,1960,31 CHENGANNUR,2 R. RAJASEKHARAN THAMPI,M,CPI,19063.0
511,1960,32 ALLEPPEY,1 NABISATH BEEVI,F,INC,33443.0
512,1960,32 ALLEPPEY,2 T. V. THOMAS,M,CPI,29650.0
513,1960,33 MARARIKULAM,1 S. KUMARAN,M,CPI,31826.0
514,1960,33 MARARIKULAM,2 DEVAKI KRISHNAN,F,INC,24476.0
515,1960,34 CHERTHALA,1 K. R. GOURI,F,CPI,29883.0
516,1960,34 CHERTHALA,2 SUBRAMANIA PILLAI,M,INC,28377.0
517,1960,35 TARUR,1 KARTHIKEYAN,M,INC,29403.0
518,1960,35 TARUR,2 SADASIVAN,M,CPI,27265.0
519,1960,36 THAKASHI,1 THOMAS JOHN,M,INC,33079.0
520,1960,36 THAKASHI,2 GOPALAKRISHNA PILLAI,M,IND,20961.0
521,1960,37 CHANGANACHERRY,1 N. BHASKARAN NAIR,M,INC,31935.0
522,1960,37 CHANGANACHERRY,2 A. M. KALYANSKRISHNAN NAIR,M,CPI,22542.0
523,1960,38 VAZHOOR,1 VELAPPAN,M,INC,27566.0
524,1960,38 VAZHOOR,2 PURUSHOTHAMAN PILLAI,M,CPI,20504.0
525,1960,39 KANJIRAPPALLY,1 K. T. THOMAS,M,INC,28310.0
526,1960,39 KANJIRAPPALLY,2 K. S. MUSTAFAZ KAMAL,M,IND,21422.0
527,1960,40 PUTHUPPALLY,1 P. C. CHERIAN,M,INC,30260.0
528,1960,40 PUTHUPPALLY,2 M. THOMAS,M,CPI,22349.0
529,1960,41 KOTTAYAM,1 M. P. GOVINDAN NAIR,M,INC,29020.0
530,1960,41 KOTTAYAM,2 N. RAGHAVA KURUP,M,CPI,27863.0
531,1960,41 KOTTAYAM,3 PALATHINGAL GEORGE ISSAC,M,IND,146.0
532,1960,42 ETTUMANOOR,1 GEORGE JOSEPH PODIPARA,M,INC,30925.0
533,1960,42 ETTUMANOOR,2 SANKUNNY MENON,M,CPI,22367.0
534,1960,42 ETTUMANOOR,3 KURLEN (JOSEPH FENN),M,IND,130.0
535,1960,43 MEENACHIL,1 P. T. CHACKO (THOMAS),M,INC,30745.0
536,1960,43 MEENACHIL,1 P. T. CHACKO (THOMAS),M,INC,30745.0
537,1960,43 MEENACHIL,2 JACOB CHERIAN,M,CPI,15644.0
538,1960,44 VAIKOM,1 SREENIVASAN,M,CPI,32707.0
539,1960,44 VAIKOM,2 PAVITHRAN,M,INC,30638.0
540,1960,45 KADUTHURUTHY,1 ABRAHAM CHUMMAR,M,INC,32615.0
541,1960,45 KADUTHURUTHY,2 UMADEVI ANTHARJANAM,F,CPI,17316.0
542,1960,46 RAMAMANGALAM,1 E. P. POULOSE,M,INC,32448.0
543,1960,46 RAMAMANGALAM,2 P. V. ABRAHAM,M,CPI,19871.0
544,1960,46 RAMAMANGALAM,2 P. V. ABRAHAM,M,CPI,19871.0
545,1960,46 RAMAMANGALAM,3 PAUL KUNNIL,M,IND,748.0
546,1960,47 MUVATTUPUZHA,1 K. M. GEORGE,M,INC,33520.0
547,1960,47 MUVATTUPUZHA,2 K. C. ABRAHAM,M,IND,20907.0
548,1960,48 DEVICOLAM,1 MURUGESAN THIRUVENGADAN,M,INC,75141.0
549,1960,48 DEVICOLAM,2 SUNDARAM MURUKANDY,M,CPI,72801.0
550,1960,48 DEVICOLAM,3 ROSAMMA PUNNOSE,F,CPI,71936.0
551,1960,48 DEVICOLAM,4 SUBBIAH ADICHA PILLAI,M,PSP,71361.0
552,1960,48 DEVICOLAM,5 DEVASSYKUTTY ANTONY,M,IND,4198.0
553,1960,48 DEVICOLAM,6 VELAYUDHAN SUDALAIMUTHU,M,IND,1642.0
554,1960,48 DEVICOLAM,7 SANKARA KARNAVAR,M,IND,1023.0
555,1960,48 DEVICOLAM,8 GANAPATHY,M,IND,813.0
556,1960,49 THODUPUZHA,1 MATHEW,M,INC,34156.0
557,1960,49 THODUPUZHA,2 JOSE ABRAHAM,M,CPI,13899.0
558,1960,49 THODUPUZHA,3 AUGUSTINE,M,IND,267.0
559,1960,50 KARIKODE,1 KOSUMOM JOSEPH,F,INC,29907.0
560,1960,50 KARIKODE,1 KOSUMOM JOSEPH,F,INC,29907.0
561,1960,50 KARIKODE,2 SAIDU MONAMMAD SAHIB,M,IND,13621.0
562,1960,50 KARIKODE,3 PETER THOMAS,M,IND,997.0
563,1960,51 POONJAR,1 T. A. THOMMAN,M,INC,35722.0
564,1960,51 POONJAR,2 KUMARA MENON,M,CPI,14364.0
565,1960,52 PULIYANNUR,1 K. M. JOSEPH CHAZHIKATTU,M,PSP,34781.0
566,1960,52 PULIYANNUR,2 ULAHANAN,M,CPI,14503.0
567,1960,53 PALLURUTHY,1 ALEXANDER PARAMBITHARA,M,INC,33541.0
568,1960,53 PALLURUTHY,2 KERALA VARMA THAMPURAN,M,IND,26304.0
569,1960,53 PALLURUTHY,3 THOMAS FRANCIS,M,IND,513.0
570,1960,54 MATTANCHERRY,1 K. K. VISWANATHAN,M,INC,32997.0
571,1960,54 MATTANCHERRY,2 RATNAM RANGANATH RAI,F,IND,18411.0
572,1960,54 MATTANCHERRY,3 JOHN MANJOORAN,M,IND,502.0
573,1960,55 NEENAKKAL,1 K. C. ABRAHAM,M,INC,31212.0
574,1960,55 NEENAKKAL,2 P. R. LEGHNAN,M,CPI,28322.0
575,1960,55 NEENAKKAL,3 P. R. LEKSHMANAN,M,IND,159.0
576,1960,55 NEENAKKAL,3 P. R. LEKSHMANAN,M,IND,159.0
577,1960,56 ERANAKULAM,1 A. L. JACOB,M,INC,32001.0
578,1960,56 ERANAKULAM,2 V. VISWANATHA MENON,M,CPI,25108.0
579,1960,56 ERANAKULAM,3 MATHAI MANIOORAN,M,IND,1608.0
580,1960,57 KANAYANNOUR,1 T. K. RAMAKRISHNAN,M,CPI,31582.0
581,1960,57 KANAYANNOUR,2 K. R. NARAYANAN,M,INC,29101.0
582,1960,57 KANAYANNOUR,3 M. A. PRABHAKARAN,M,IND,429.0
583,1960,58 ALWAYE,1 T. O. CHACKO,M,INC,34484.0
584,1960,58 ALWAYE,2 M. M. ABDUL KADIR,M,CPI,28867.0
585,1960,59 PERUMBAVOOR,1 K. M. CHACKO,M,INC,31718.0
586,1960,59 PERUMBAVOOR,2 GOVINDA PILLAI,M,CPI,25918.0
587,1960,59 PERUMBAVOOR,3 D. SUKUMARAN,M,IND,170.0
588,1960,60 KOTHAKULANGARS,1 M. A. ANTONY,M,INC,38681.0
589,1960,60 KOTHAKULANGARS,2 KURIAN,M,CPI,19872.0
590,1960,60 KOTHAKULANGARS,2 KURIAN,M,CPI,19872.0
591,1960,60 KOTHAKULANGARS,3 STEPHAN,M,IND,115.0
592,1960,61 PERUR,1 K. A. DAMODARA MENON,M,INC,30369.0
593,1960,61 PERUR,2 N. SIRAN PILLAI,M,CPI,26371.0
594,1960,62 VADAKARA,1 K. R. VIJAYAN,M,INC,27200.0
595,1960,62 VADAKARA,2 K. A. BALAN,M,CPI,26121.0
596,1960,63 CRANGANORE,1 P. K. ABDUL KADIR,M,INC,33679.0
597,1960,63 CRANGANORE,2 E. GOPALAKRISHNA MENON,M,CPI,26164.0
598,1960,64 CHALAKUDY,1 C. G. JANARDHANAN,M,PSP,66618.0
599,1960,64 CHALAKUDY,2 K. K. BALAKRISHNAN,M,INC,66454.0
600,1960,64 CHALAKUDY,2 K. K. BALAKRISHNAN,M,INC,66454.0
601,1960,64 CHALAKUDY,3 C. JANARDHANAN,M,CPI,49825.0
602,1960,64 CHALAKUDY,4 P. K. CHATHAN,M,CPI,49768.0
603,1960,65 IRINJALAKKUDA,1 C. ACHUTHA MENON,M,CPI,29069.0
604,1960,65 IRINJALAKKUDA,2 P. ACHUTHA MENON,M,PSP,28708.0
605,1960,66 MANALUR,1 KURUINEELAKANTAN NAMBOOTHIRIPAD,M,INC,30291.0
606,1960,66 MANALUR,2 JOSEPH MUNDASSARI,M,CPI,27677.0
607,1960,66 MANALUR,3 R. K. CHUMAR,M,IND,296.0
608,1960,67 TRICHUR,1 T. A. DHARMARAJA IYER,M,INC,30277.0
609,1960,67 TRICHUR,2 K. BALAKRISHNA MENON,M,IND,29814.0
610,1960,68 OLLUR,1 P. R. FRANCIS,M,INC,29950.0
611,1960,68 OLLUR,2 V. V. RAGHAVAN,M,CPI,27091.0
612,1960,68 OLLUR,3 SOOLAPANI WARRIAR,M,IND,218.0
613,1960,69 KUNNAMKULAM,1 P. R. KRISHNAN,M,INC,29450.0
614,1960,69 KUNNAMKULAM,2 T. K. KRISHNAN,M,CPI,26878.0
615,1960,69 KUNNAMKULAM,3 CHAKRAPANI WARRIAR,M,IND,244.0
616,1960,70 WADHAMCHERRY,1 K. BALAKRISHNA MENON,M,PSP,46052.0
617,1960,70 WADHAMCHERRY,2 KOCHUKUTTAN,M,INC,45726.0
618,1960,70 WADHAMCHERRY,2 KOCHUKUTTAN,M,INC,45726.0
619,1960,70 WADHAMCHERRY,3 NARAYAN NAIR,M,CPI,44844.0
620,1960,70 WADHAMCHERRY,4 AYYAPPAN,M,CPI,44199.0
621,1960,70 WADHAMCHERRY,5 KOCHUNNY,M,IND,1653.0
622,1960,70 WADHAMCHERRY,6 RAMANKUTTY MENON,M,IND,1595.0
623,1960,70 WADHAMCHERRY,7 VALAUDHAN,M,IND,1044.0
624,1960,71 NATTIKA,1 K. T. ACHUTHAN,M,INC,29235.0
625,1960,71 NATTIKA,2 T. K. RAMAN,M,CPI,28796.0
626,1960,72 GURUVAYUR,1 K. G. KARUNAKARA,M,INC,26083.0
627,1960,72 GURUVAYUR,2 K. DAMODARAN,M,CPI,25075.0
628,1960,72 GURUVAYUR,3 BHARATHAN,M,BJS,1786.0
629,1960,72 GURUVAYUR,3 BHARATHAN,M,BJS,1786.0
630,1960,73 ANDATHODU,1 B. V. SEETHI THANGAL,M,ML,26615.0
631,1960,73 ANDATHODU,2 K. GOVINDA KUTTY MENON,M,CPI,22621.0
632,1960,73 ANDATHODU,3 VANCHEESWARA IYER,M,BJS,2267.0
633,1960,74 PONNANI,1 KUNHAMBU KALLEN,M,INC,45326.0
634,1960,74 PONNANI,2 CHERUKOYA THANGAL,M,ML,43360.0
635,1960,74 PONNANI,3 E. T. KUNHAN,M,CPI,41316.0
636,1960,74 PONNANI,4 UNNI KRISHNA WARRIER,M,CPI,40942.0
637,1960,75 KUSHALMANNAM,1 KUDUVAKOTTU JOHN,M,CPI,28817.0
638,1960,75 KUSHALMANNAM,2 T. A. BALAKRISHNAN,M,INC,17785.0
639,1960,75 KUSHALMANNAM,3 KANNI,M,IND,348.0
640,1960,75 KUSHALMANNAM,3 KANNI,M,IND,348.0
641,1960,76 ALATHUR,1 R. KRISHNAN,M,CPI,31159.0
642,1960,76 ALATHUR,2 A. SUNNA SAHIB,M,INC,21935.0
643,1960,77 CHITTUR,1 P. BALACHANDRA MENON,M,CPI,48241.0
644,1960,77 CHITTUR,2 NARAYANAN THANDAN,M,CPI,48156.0
645,1960,77 CHITTUR,3 BACHARAN,M,INC,40028.0
646,1960,77 CHITTUR,4 SIVARAMA BHARATHI,M,PSP,39625.0
647,1960,78 ELAPULLY,1 A. K. RAMANKUTTY NAIR,M,CPI,24958.0
648,1960,78 ELAPULLY,2 T. K. KELUKUTTY,M,INC,18119.0
649,1960,79 PALGHAT,1 R. RANGHAVA MENON,M,INC,26546.0
650,1960,79 PALGHAT,2 K. C. GOPALANUNNI,M,CPI,24788.0
651,1960,80 PARLI,1 A. R. MENON,M,CPI,33605.0
652,1960,80 PARLI,1 A. R. MENON,M,CPI,33605.0
653,1960,80 PARLI,2 A. S. DIVAKARAN,M,PSP,16545.0
654,1960,81 MANNARGHAT,1 KRISHNAN KONGASERI,M,CPI,25060.0
655,1960,81 MANNARGHAT,2 M. P. GOVINDA MENON,M,PSP,18999.0
656,1960,81 MANNARGHAT,3 RANGAN,M,IND,799.0
657,1960,82 PERINTHALMANNA,1 E. P. GOPALAN,M,CPI,24866.0
658,1960,82 PERINTHALMANNA,2 MOIDEENKUTTY MELEVOSTTI,M,ML,20339.0
659,1960,83 OTTAPALAM,1 KUNHUNNI NAYAR,M,CPI,24741.0
660,1960,83 OTTAPALAM,2 CHANDRASEKHARA KURUP,M,PSP,18118.0
661,1960,84 PATTAMBI,1 E. M. SANKARAN NAMBOODIRIPAD,M,CPI,26478.0
662,1960,84 PATTAMBI,2 A. RAGHAVAN NAIR,M,INC,19156.0
663,1960,85 MANKADA,1 P. ABDUL MAJEED,M,ML,24343.0
664,1960,85 MANKADA,2 POOKUNHI KOYA THANGAL,M,CPI,20037.0
665,1960,86 TIRUR,1 K. MOIDEENKUTTY HAJI,M,ML,28518.0
666,1960,86 TIRUR,2 K. P. BAVAKUTTY,M,CPI,16603.0
667,1960,86 TIRUR,2 K. P. BAVAKUTTY,M,CPI,16603.0
668,1960,87 TANUR,1 C. H. MOHAMMAD KOYA,M,ML,27893.0
669,1960,87 TANUR,2 NADUKKANDY MOHAMMAD KOYA,M,CPI,8445.0
670,1960,88 KUTTIPPURAM,1 SEETHI SAHIB,M,ML,29073.0
